bedrooms,bathrooms,sqft_living,floors,price
3,1.5,1420,1.0,371000
4,2.0,2120,1.5,250000
4,1.75,2020,1.0,532000
3,2.5,1520,2.0,499950
2,1.0,820,1.0,375000
3,2.5,1690,2.5,640000
3,2.0,2260,1.0,400000
3,2.25,1830,1.0,572000
3,2.0,1350,1.0,310000
5,3.5,3280,2.0,989000
4,2.5,2770,2.0,685000
4,2.5,2770,2.0,907500
4,2.5,2460,2.0,427500
3,3.25,4720,2.0,860000
2,1.0,1250,1.0,365000
3,2.0,1710,2.0,250500
3,1.75,1840,1.0,411715
4,2.5,2000,2.0,415000
1,1.0,650,1.0,129000
3,1.5,1020,1.0,489000
2,1.0,1500,1.0,170000
3,2.5,2060,2.0,418500
3,1.5,1810,1.0,261000
2,1.75,1650,1.0,355000
3,3.25,1540,3.0,742000
3,1.5,2080,1.0,399950
3,2.25,2430,2.0,791000
5,2.0,1750,1.0,190000
3,1.75,1770,1.0,229500
3,2.5,1710,2.0,539000
4,2.25,2740,2.0,549000
5,2.5,2730,1.0,545000
3,2.5,2437,2.0,285000
4,2.5,3290,2.0,648000
4,3.5,2910,2.0,610000
3,2.0,1630,1.0,767450
4,3.0,4410,2.0,765000
3,2.5,1780,3.0,586500
3,3.25,1540,2.0,520000
3,1.75,1420,3.0,455000
3,2.5,2680,1.0,653000
3,2.0,1750,1.0,279950
3,2.5,2170,2.0,449950
3,2.75,2390,1.0,565000
4,2.25,2400,1.5,620000
3,1.0,1690,1.0,269000
3,3.5,3250,2.0,875000
4,3.75,4610,1.0,630000
4,2.75,2440,2.0,425000
3,1.75,1290,1.0,647500
4,1.0,2000,1.5,450000
3,1.0,1050,1.0,440000
4,2.5,2340,2.0,445000
4,2.25,2210,2.0,530000
5,2.5,2920,2.0,875000
3,2.75,3150,2.0,685000
3,3.5,3590,2.0,798000
4,2.5,1910,2.0,297500
4,2.75,3110,2.0,749950
5,3.0,2440,1.0,495000
4,2.25,1330,1.5,540000
3,1.75,1460,1.0,395000
2,2.5,1150,2.0,214100
4,1.5,1920,1.0,210000
3,2.5,2520,1.5,499500
2,1.0,970,1.0,546000
5,2.5,2490,1.0,292000
3,2.0,1680,1.0,289000
3,1.0,1150,1.0,240000
4,3.0,1980,1.0,395000
4,2.25,2070,1.0,795000
4,4.25,5660,2.0,955000
4,2.75,2420,1.0,725000
4,2.5,2610,2.0,335000
4,3.75,2810,2.0,492000
3,2.5,1510,1.0,250000
3,1.75,1910,1.0,700000
3,1.75,1700,1.5,545000
4,2.75,2020,1.0,555000
3,1.75,2340,1.0,640000
3,2.0,1463,3.0,390000
3,1.0,1430,1.0,466500
3,1.5,1180,1.0,372500
3,2.5,1610,2.0,255000
3,2.5,1480,2.0,466800
3,2.5,2670,2.0,749000
4,1.75,1830,2.0,610000
2,1.0,920,1.0,356000
3,1.0,1150,1.0,165000
2,1.0,1190,1.0,229000
4,3.25,4160,2.0,530000
3,2.5,2370,2.0,499950
4,1.75,1660,1.5,619000
3,2.5,1480,1.0,547000
4,2.5,2390,2.0,359800
3,3.5,1690,2.0,499000
3,1.0,1010,1.0,189000
4,3.5,3500,2.0,799000
4,2.75,2330,1.0,257000
3,1.5,1890,1.0,270000
4,1.75,2000,1.0,453500
3,1.0,1130,1.0,237000
4,1.75,1670,1.0,456000
3,2.5,2600,2.0,355500
4,1.75,1560,1.0,299950
3,2.0,1170,1.0,335000
4,2.5,2100,2.0,268500
3,2.25,1710,1.0,385000
4,2.75,2420,2.0,376000
4,2.0,1370,2.0,605004
4,2.0,2660,1.5,886000
4,2.5,2260,2.0,560000
4,2.5,2070,2.0,343000
3,1.0,1500,1.0,270000
4,2.5,2658,2.0,411605
4,2.5,2700,2.0,550000
3,2.25,1530,2.0,465000
3,2.5,1480,2.0,584000
3,3.0,1390,2.0,275000
3,2.5,1660,2.0,324500
3,2.5,2050,2.0,700000
4,1.0,1550,1.5,385200
4,2.25,1900,1.0,270000
4,2.5,2820,2.0,735000
2,1.5,1490,1.0,389250
3,1.5,1750,1.0,315000
4,2.5,2040,2.0,545000
3,1.5,1900,1.5,550000
3,1.75,1910,1.0,415000
3,1.0,1560,1.0,387500
3,1.75,1470,1.0,432000
3,2.5,2700,1.0,402000
3,2.0,1970,1.0,294700
3,2.5,2670,2.0,744000
3,2.5,2550,2.0,715000
4,1.0,1720,1.5,500000
4,2.5,2840,2.0,650000
4,2.75,3270,2.0,435000
3,1.75,1480,1.0,510000
5,2.75,2440,1.0,525000
4,2.75,2880,1.5,920000
2,1.0,1730,1.0,200000
2,1.0,1260,1.5,435000
4,2.0,2230,1.5,809950
4,1.75,2050,1.0,455000
3,2.5,2030,2.0,471000
2,1.0,810,1.0,253500
3,1.0,1840,1.0,185000
3,1.5,1730,2.0,535500
2,2.0,2280,1.0,835000
4,2.5,2630,2.0,589500
3,2.25,2270,1.0,680000
3,1.75,1020,1.5,360000
4,2.5,1990,2.0,595000
4,2.5,2680,2.0,300000
3,1.75,1980,1.5,660000
3,2.5,2400,2.0,570000
2,1.0,780,1.0,285000
3,2.0,980,1.0,435000
3,1.0,1210,1.0,160000
5,2.5,4600,1.0,805000
3,2.5,1480,2.0,450000
4,1.5,1320,1.0,510000
3,2.0,2260,1.0,539000
4,2.0,1880,2.0,407193
3,1.75,1370,1.0,320000
4,3.0,2720,2.0,739000
2,1.75,1740,1.0,452000
4,2.5,2560,2.0,600000
5,2.5,2690,2.0,279000
4,3.0,3240,2.0,895000
4,2.5,2430,2.0,585000
2,2.0,1405,2.0,405000
5,2.75,3030,2.0,837219
4,2.5,4150,2.0,969990
3,3.0,1730,3.0,490000
6,2.5,3820,1.0,611000
4,2.5,3070,2.0,462000
4,2.5,1780,2.0,540000
4,2.5,1811,2.0,260000
4,2.25,2450,2.0,510000
3,2.5,2300,2.0,567500
2,1.0,1440,1.0,445000
4,2.25,2370,2.0,684680
3,1.0,1300,1.5,455000
5,3.0,2870,2.0,540000
3,2.75,3400,2.0,530000
3,1.0,1410,1.0,410000
3,1.75,1640,1.0,450000
4,2.5,3190,2.0,609900
4,2.5,2380,2.0,648000
3,2.5,2260,2.0,550000
3,1.75,1240,1.0,347000
3,1.5,1860,1.0,288350
3,3.0,2470,2.0,525000
3,2.25,2210,2.0,250250
4,1.75,1920,1.0,341000
4,3.0,3150,2.0,700000
4,1.75,2700,1.5,390000
3,2.25,2190,1.0,539950
2,2.5,1380,3.0,552000
5,1.5,2520,1.5,250000
3,1.75,1300,1.0,502000
4,1.75,2220,2.0,480000
2,1.0,730,1.0,378500
3,2.5,2670,2.0,605000
4,2.5,1980,2.0,307550
2,1.0,740,1.0,304700
3,1.75,2050,1.0,568000
3,1.75,1230,1.0,385000
3,2.5,1210,3.0,345000
3,2.25,1890,1.0,435000
2,2.0,1870,1.0,579000
3,1.75,1330,1.0,236000
3,2.0,1590,1.0,305100
3,1.75,1710,1.0,368000
2,1.0,1200,1.0,255000
2,1.0,1140,1.0,400000
3,1.75,2240,1.0,440000
2,1.0,920,1.0,417000
2,1.0,800,1.0,435000
4,2.75,1980,1.0,475000
4,2.5,2800,2.0,563500
3,2.25,1680,2.0,285000
4,2.5,2330,2.0,471000
4,1.75,2240,1.5,500000
3,2.5,2140,2.0,640000
4,2.5,2170,2.0,442500
3,1.5,1150,1.0,213400
4,2.5,2030,1.5,831000
3,2.0,1350,1.0,325000
2,1.0,910,1.0,425000
4,2.5,2700,1.0,550000
4,3.5,3730,2.0,599950
4,3.25,2050,2.0,750000
4,3.0,2390,2.0,290000
4,2.75,1990,1.0,270000
4,1.75,1300,1.0,229950
3,1.0,1330,1.0,234999
2,1.0,1000,1.0,265000
4,2.75,2190,2.0,367300
3,1.75,1380,1.5,550000
4,2.5,2610,2.0,743700
2,1.75,1060,2.0,352750
2,1.0,710,2.0,403950
4,2.5,2730,1.5,980000
4,1.75,2470,2.0,585000
3,1.75,1760,1.0,554000
3,2.5,1530,2.0,546000
2,1.75,1610,1.5,280000
2,2.0,1030,1.0,212500
4,2.5,2800,2.0,739000
3,2.0,1310,1.0,428000
4,2.25,3160,1.0,965000
3,3.0,2500,2.0,364900
3,1.5,2070,1.0,559000
4,1.75,1980,1.0,213000
3,2.5,2590,2.0,620000
4,1.0,1910,1.5,240000
3,2.5,2630,1.0,852500
3,2.5,2630,2.0,600000
3,2.5,1960,2.0,410000
3,1.75,1440,2.0,328000
3,1.75,2210,1.0,625000
4,2.5,2350,2.0,649950
3,1.0,1590,1.5,235000
3,3.5,1500,2.0,489000
3,2.5,1900,2.0,536000
4,3.5,2370,2.5,400000
3,2.5,1720,2.0,398000
4,1.5,2020,1.0,379000
2,1.5,1340,2.0,345000
3,2.5,1800,2.0,365000
3,2.5,1480,2.0,315000
4,2.0,2750,1.5,571000
3,2.75,2540,2.0,695000
3,1.75,1760,1.0,225000
3,2.5,3000,2.0,740000
4,2.5,1930,2.0,315000
2,1.0,860,1.0,420000
3,1.75,1420,1.0,310000
3,2.0,2080,1.0,700000
3,2.5,1560,2.0,269000
4,2.5,1960,2.0,369990
3,2.25,1620,2.0,800000
5,3.0,3670,1.0,569000
6,1.5,1930,1.0,175000
3,1.5,1290,3.0,440000
5,2.25,1970,1.0,435000
3,1.75,1540,1.0,345000
4,2.0,2180,1.0,558000
2,1.75,1490,1.0,475000
3,2.0,2220,2.0,490000
3,1.75,2430,1.0,335000
2,0.75,1392,1.5,350000
4,1.0,1120,1.0,100000
4,1.0,1390,1.5,417500
3,1.75,2040,1.0,253000
4,2.5,3020,2.0,490000
3,1.75,2290,1.0,470000
4,2.0,1210,1.0,483300
3,2.5,2510,2.0,659000
4,1.75,2320,1.0,480000
3,1.0,970,1.0,165000
3,1.75,1820,1.0,659500
3,1.0,970,1.0,219900
2,1.0,1740,1.0,315000
3,1.75,1590,1.0,250000
2,1.0,1380,1.0,268000
4,1.5,1680,1.0,380000
2,1.0,1220,1.0,499000
2,2.0,1651,1.0,285000
3,1.75,1330,1.0,183000
3,3.25,1410,3.0,429000
2,1.0,1100,1.0,403000
3,1.5,1530,1.0,375500
3,2.0,2110,1.0,516200
4,1.75,1720,1.0,385000
3,2.5,1800,2.0,515000
4,2.5,2210,2.0,375000
4,2.25,2560,2.0,650000
2,1.5,1010,2.0,306888
4,2.5,3340,2.0,870000
4,1.0,1740,1.5,310000
3,2.0,1320,1.0,251750
3,1.75,1520,1.0,366000
3,1.5,2010,1.0,429950
3,3.5,2440,2.0,710000
5,2.5,2550,1.0,895000
3,1.0,1010,1.0,149500
3,2.5,1780,1.0,310000
3,2.0,2180,1.5,555000
5,3.25,2750,2.0,750000
4,3.25,3490,2.0,745000
3,2.5,2550,2.0,695000
3,1.75,1870,1.0,433000
4,1.0,1150,1.5,307000
3,1.75,2050,1.0,655275
4,2.75,1940,2.0,392000
3,1.75,1890,2.0,359950
4,2.0,1630,1.0,360000
4,1.75,2440,1.0,566000
5,2.75,3100,2.0,700000
3,2.5,2090,2.0,415000
3,1.0,920,1.0,199500
3,1.0,1580,1.5,749000
3,1.75,1760,1.0,680000
4,2.5,2530,1.0,400000
4,2.75,2490,1.0,608000
4,4.5,3870,2.0,589900
5,2.5,2732,1.0,480000
6,3.75,2930,2.0,915000
4,3.5,3510,2.0,695000
4,2.5,2580,2.0,899900
2,2.25,1060,2.0,499950
4,2.75,2790,2.0,533112
4,2.5,2009,2.0,303210
5,2.75,2880,2.0,525000
2,1.0,710,2.0,399950
3,2.5,2070,1.5,850830
3,2.0,1370,1.0,371500
3,1.75,1730,1.0,522000
4,2.0,1680,1.0,588000
2,1.0,1350,1.0,276900
5,1.5,1510,1.0,248000
3,2.5,1860,2.0,280000
6,5.0,3440,2.0,495000
6,3.0,4250,2.5,665000
2,1.0,860,1.0,290300
2,1.75,1640,1.0,527000
2,1.5,1295,2.0,487028
3,1.75,1790,1.0,325000
3,1.5,2210,1.5,799000
3,1.0,940,1.0,354000
3,1.5,1160,1.0,262500
3,2.5,1990,2.0,560200
3,1.0,1050,1.0,220000
2,1.0,1030,1.0,650000
3,2.5,1420,3.0,435000
4,3.75,2690,2.0,800000
2,1.0,700,1.0,200000
5,3.5,2100,2.0,295000
4,2.75,2240,1.5,580379
4,2.5,3470,2.0,875000
3,2.5,3370,2.0,515000
4,2.5,2790,2.0,599000
3,2.5,1870,2.0,285000
3,1.75,1520,1.0,290000
1,1.75,750,1.0,355000
3,1.5,1460,1.0,381000
3,2.5,2600,2.0,571000
4,2.5,3320,2.0,852600
3,1.0,890,1.0,371000
3,1.75,1720,1.0,514000
3,1.5,1270,2.0,386000
4,2.5,2180,2.0,464000
4,2.25,2030,1.0,335000
4,2.75,2490,2.0,740000
4,1.75,1470,1.0,465000
3,2.75,2500,1.0,700000
3,3.5,4500,2.0,785000
3,3.25,1460,2.0,350000
1,1.0,620,1.0,148000
3,1.75,1550,1.0,530000
3,2.5,1430,3.0,349000
3,1.5,1360,1.5,240000
3,2.5,2210,2.0,330000
4,1.75,2460,1.5,735000
3,2.5,2180,1.0,545000
3,1.75,1570,1.0,214950
4,2.75,4140,2.0,657500
3,1.0,1140,1.5,476000
2,1.0,800,1.0,110000
4,2.75,2414,2.0,292000
3,1.0,1160,1.0,317000
4,2.5,3170,2.0,455000
3,2.0,2060,1.0,460000
3,2.0,1640,1.0,405000
2,1.0,720,1.0,333000
4,1.0,1860,1.5,427000
4,2.5,2810,2.0,742000
4,2.5,2090,1.0,465000
4,2.5,3280,2.0,809950
4,2.0,2090,1.5,619400
3,1.75,2430,1.0,762400
5,2.25,2520,2.0,535000
5,3.0,2510,1.5,881000
4,2.75,3370,1.0,813000
3,2.0,1640,1.5,234000
3,2.5,2250,2.0,308900
4,2.5,2300,1.0,450000
3,3.5,1650,3.0,547500
2,1.0,710,2.0,399950
4,3.5,2550,2.0,516000
2,1.5,982,2.0,250000
3,2.25,1630,2.0,475000
4,2.5,2550,2.0,415000
2,1.25,1240,2.0,545000
3,2.5,2456,2.0,329950
3,3.5,3950,1.5,784000
4,2.25,2180,2.0,610750
4,2.5,3140,1.0,578000
3,1.75,1970,1.0,501000
5,2.0,1940,1.5,465250
2,1.0,970,1.0,315000
4,2.25,2460,1.0,900000
4,2.5,3010,2.0,789500
3,2.0,2460,1.0,678500
3,2.0,2080,1.0,342500
4,3.25,3960,2.0,860000
4,2.5,2490,2.0,306000
5,2.0,2060,2.0,580000
3,1.0,1330,1.0,405000
3,1.75,1600,1.0,510000
2,1.0,820,1.0,173000
4,1.75,1200,1.0,210000
3,1.0,1050,1.0,445000
3,2.5,1910,2.5,585000
3,1.75,1800,1.0,381000
3,2.25,2060,1.0,890000
3,1.75,1840,1.0,235000
3,2.5,1250,3.0,480000
2,1.0,1510,1.5,575000
4,2.25,2300,1.5,350000
4,1.5,1490,2.0,259000
5,2.75,2820,1.0,599000
4,1.5,1130,1.0,210000
3,1.0,1510,1.5,545000
3,2.5,1970,2.0,299995
3,1.0,1210,1.5,440000
4,2.5,3280,2.0,699000
3,2.0,2420,1.0,795000
5,1.75,2460,1.5,445000
3,1.0,1180,1.0,397990
3,2.75,1900,1.0,706000
3,3.25,1651,2.0,363000
4,2.25,2130,2.0,850000
2,1.0,1430,1.5,620000
4,2.5,1910,1.0,333000
3,1.75,2110,1.0,743000
2,1.5,1630,1.0,448000
4,2.5,2470,2.0,485000
4,2.25,2640,1.0,489950
5,2.75,2990,2.0,498500
3,2.5,2120,2.0,531000
3,2.5,2050,1.0,670000
5,3.0,1880,1.0,310000
3,3.0,2790,2.0,835000
4,2.5,2140,2.0,495000
3,2.0,1769,1.0,495000
3,1.0,1710,1.5,440000
1,0.75,420,1.0,280000
4,2.5,1770,2.0,248000
4,2.5,2210,1.0,294000
3,2.25,1710,2.0,561000
4,2.0,2710,1.0,656500
3,3.0,2340,2.0,660000
2,1.0,1220,1.0,370000
3,1.0,1060,1.0,349950
2,1.0,910,1.0,223000
4,1.75,1880,1.5,560000
4,1.75,1870,2.0,594000
3,2.25,1480,2.0,600000
3,2.5,1880,2.0,315000
4,1.75,1890,1.0,430000
3,2.75,1560,1.0,440000
2,1.5,1070,2.0,312500
3,3.25,1470,2.0,300000
3,2.5,2570,2.5,680000
2,2.25,1170,2.0,336750
5,3.5,2320,2.0,822500
4,3.0,2440,2.0,589000
4,2.5,4120,2.0,863000
2,1.75,1440,1.0,210000
3,1.0,1340,1.0,206135
3,1.75,1840,1.0,285000
2,1.0,930,1.0,230000
4,2.75,4070,2.0,845000
3,1.75,1820,1.0,350000
3,1.0,1280,1.5,304000
2,1.0,900,1.0,370000
3,1.75,1980,1.0,810000
4,2.25,2010,1.0,440000
4,2.0,3140,1.0,775000
3,1.75,1900,1.0,235000
3,1.0,1830,1.5,499950
5,2.75,3320,2.0,622500
4,2.5,2700,1.0,300000
3,1.0,1290,1.0,205000
3,1.75,1500,1.0,435000
4,2.75,3650,1.5,697000
3,1.0,1270,1.5,153000
4,2.25,2630,2.0,454000
2,1.5,1800,1.0,345000
3,1.0,1870,1.5,585000
4,2.5,2540,2.0,380000
4,2.5,1930,1.0,250600
4,2.25,2770,2.0,890000
4,2.5,2220,2.0,370000
3,1.5,1650,1.0,369500
4,2.5,3670,2.0,883000
4,2.5,3770,2.0,950000
3,1.75,2350,1.0,615000
3,1.5,1210,1.0,305000
4,2.5,2010,2.0,590000
3,2.5,1580,2.0,485000
2,1.0,710,1.0,215000
3,2.0,1910,1.5,430000
4,2.5,1880,2.0,324900
2,2.0,2280,2.0,849900
5,2.75,3100,1.0,975000
5,2.5,2350,2.0,910000
3,1.75,1850,1.0,459950
3,2.5,2070,2.0,325000
4,2.75,2020,1.0,513000
3,2.25,1580,1.0,475000
4,2.5,2690,2.0,419000
4,2.5,2420,1.0,760000
2,1.0,1150,1.0,129000
5,2.5,3210,1.0,725000
3,2.5,2040,2.0,580000
3,2.25,1920,1.0,385000
4,1.75,1900,1.0,265000
3,2.5,1070,2.0,330000
4,2.5,2790,2.0,665000
3,2.5,2860,2.0,799000
3,2.0,2250,1.0,589000
3,1.0,1460,1.0,538000
3,1.0,1540,1.5,530100
3,2.0,2910,2.0,718500
3,1.75,1180,1.0,299000
3,1.75,1640,1.0,556000
4,2.0,1520,1.0,171000
5,3.0,3610,2.0,540000
3,2.25,1400,2.0,250000
4,3.5,3200,2.0,795000
3,3.0,1384,2.0,575000
3,2.25,1410,2.0,379500
4,2.5,2050,2.0,385000
4,2.5,1750,2.0,415500
3,2.0,1510,1.0,397500
3,2.5,1930,2.0,530000
4,2.5,2960,2.0,883000
5,2.75,2920,1.0,850000
2,1.0,1980,1.0,496752
3,1.75,1430,1.0,330000
4,2.75,2450,2.0,735000
4,2.75,2360,2.0,525000
3,2.5,1890,2.0,269950
3,1.75,2140,1.0,650000
3,2.0,1900,1.0,520500
4,2.5,2700,2.0,652500
5,3.0,2430,1.0,506000
3,1.0,1110,1.0,416000
4,2.75,2280,1.0,500000
3,1.75,1550,1.0,460000
3,2.0,1530,1.0,371025
4,2.5,2440,2.0,576000
4,2.25,1760,2.0,353500
3,1.75,1070,1.0,183000
3,1.75,1990,1.0,763101
2,1.5,1090,1.0,460000
4,1.5,1890,1.5,825000
3,1.0,1000,1.0,265000
3,1.75,1770,1.0,295000
4,3.0,2360,1.0,418000
3,3.5,3380,2.0,554000
3,2.5,1700,2.0,534500
2,1.75,1600,1.0,690000
4,2.5,2050,2.0,530000
2,1.75,1210,2.0,357186
5,3.0,1940,1.0,300000
4,2.0,1810,1.0,304000
4,1.75,1690,1.0,385000
4,2.0,1800,1.0,415000
4,3.5,3280,2.0,963000
4,2.5,4290,2.0,792500
3,1.75,1150,1.0,309212
2,1.5,880,2.0,235000
3,1.5,1720,2.0,667000
3,1.5,1510,1.0,470000
4,2.0,1240,1.0,375000
4,2.0,1580,1.0,410000
4,2.25,2170,2.0,566000
4,2.75,2500,2.0,680000
1,1.0,960,1.0,332000
4,2.5,3030,2.0,902000
3,1.75,1540,1.0,500000
3,1.75,1890,1.5,445000
4,2.5,2810,1.0,825000
3,1.0,1100,1.0,277000
3,2.5,1940,1.0,545000
3,2.5,2300,2.0,435000
3,2.5,2110,2.0,638000
4,1.5,1220,1.0,418000
3,1.75,1750,1.0,499000
3,1.5,1230,1.0,150000
3,2.5,3100,2.0,759950
3,2.5,1830,1.0,427000
5,2.5,2640,2.0,632500
6,1.75,1840,1.0,660000
4,2.5,3190,2.0,862000
2,1.0,1120,1.5,524000
3,1.5,1760,1.0,470000
3,2.0,1590,2.0,385000
4,2.5,2120,2.0,575000
4,2.5,2240,1.0,220000
2,1.0,890,1.0,460000
3,1.5,1220,1.0,175000
3,2.25,2670,1.0,465000
3,1.0,1120,1.0,552000
4,2.75,3130,2.0,565000
4,2.5,1740,1.0,518000
4,3.5,3290,2.0,899950
3,1.0,1770,1.5,373000
4,2.5,2960,2.0,385000
2,1.0,1200,1.0,245000
4,2.0,2400,2.0,375000
4,3.5,2690,2.0,699850
6,2.25,3550,1.0,450000
2,1.5,1310,1.5,455000
4,2.75,2610,3.0,650000
5,2.5,2760,1.0,378000
3,2.0,1410,1.0,220000
4,1.75,1960,1.0,285500
3,2.5,1212,3.0,340000
4,1.5,2220,1.0,921000
4,2.5,2040,1.5,375000
4,2.75,2800,2.0,999000
3,1.5,2040,1.0,335000
2,1.0,830,1.0,385000
4,3.5,4140,2.0,850000
5,2.5,2340,2.0,429000
3,2.25,1420,3.0,523950
3,2.75,2670,1.0,798800
3,2.5,1880,2.0,284000
4,3.25,3450,2.0,852880
3,2.25,1200,3.0,320000
4,3.25,3430,2.0,749995
3,2.5,1350,2.0,468500
5,2.5,2570,2.0,492500
4,3.5,2840,3.0,685000
4,2.5,2650,2.0,542525
3,2.0,1980,3.0,435000
3,1.75,1280,1.5,242000
4,2.5,2610,2.0,325000
5,2.75,3010,2.0,837700
1,1.0,930,1.0,210000
3,1.5,1180,1.0,187500
5,1.0,1710,1.5,560000
3,2.0,1380,1.0,272000
3,1.75,1190,1.0,235000
3,2.0,1870,1.0,259000
5,3.5,3130,2.0,866059
2,1.0,900,1.0,473000
3,1.5,1880,1.0,405000
4,4.25,3010,2.0,870000
3,2.25,2280,1.0,475000
3,2.5,2970,2.0,499500
2,2.5,1620,2.0,386000
4,1.5,1550,1.5,458000
3,1.75,2240,2.0,550000
3,2.5,2830,2.0,605500
3,2.5,2890,2.0,421000
4,2.25,1990,2.0,536000
3,1.75,1370,1.0,247200
2,1.5,1088,2.0,250000
4,1.75,1740,1.0,204950
3,2.0,1730,1.0,430000
4,2.5,1800,2.0,250000
3,1.75,1440,1.0,260000
4,1.0,1720,1.5,547000
5,3.5,2800,2.0,379900
3,2.5,2300,1.0,738500
4,2.25,2030,1.0,545000
2,1.0,740,1.0,342000
4,1.0,1920,1.0,170000
4,2.5,2490,2.0,616000
3,2.0,1380,1.0,640000
3,2.5,1530,1.0,332000
4,2.5,2150,2.0,380000
4,2.0,1610,1.0,415000
4,2.75,2700,2.0,669000
3,1.5,1270,1.0,260000
4,2.75,3150,1.0,854000
3,2.25,2010,2.0,605000
3,1.0,860,1.5,320000
3,2.0,1410,1.0,229950
3,1.75,1700,1.0,255000
2,2.25,1230,2.0,479000
3,2.5,1180,3.0,472000
3,1.5,1430,1.0,198000
4,2.0,1450,1.5,440000
3,1.75,2180,1.0,506000
4,2.5,2210,2.0,382500
2,1.5,1480,1.0,269500
3,2.0,2340,1.0,560000
4,3.5,3860,2.0,840000
3,2.75,2300,2.0,479500
3,1.5,1450,1.0,402000
2,2.5,1380,3.0,549000
4,2.5,2470,2.0,449950
4,1.75,2030,1.5,493000
4,0.75,1440,1.0,142500
3,1.75,1160,1.0,250000
3,1.0,1580,2.0,729000
2,2.75,1430,2.0,465000
2,2.0,1494,2.0,465000
4,2.25,1930,1.0,280000
6,1.75,2740,1.0,675000
3,2.0,1880,1.0,667500
3,2.5,2590,2.0,809000
3,2.25,2140,2.0,400000
4,2.0,1870,1.5,310000
2,1.0,1230,1.0,435000
4,2.5,2340,2.0,465950
3,1.5,880,1.0,253000
3,2.5,3040,2.0,330000
4,1.0,1120,1.5,554000
3,2.0,1380,3.0,350000
4,2.5,1660,2.0,294999
4,2.5,2940,2.0,752000
4,2.5,1670,2.0,451000
4,2.75,2630,2.0,725000
4,2.75,2250,1.0,345000
3,1.0,1320,1.0,206000
5,2.0,2700,1.0,580000
3,1.0,980,1.0,430000
4,2.5,2650,2.0,720000
7,4.25,3670,2.0,824000
3,1.75,2960,1.0,936000
4,2.75,3070,2.0,535000
3,2.5,1413,2.0,286800
2,2.5,1260,3.0,350000
3,2.5,1680,2.0,345000
3,2.25,1230,2.0,435000
3,3.25,2770,2.0,461000
3,2.25,2910,2.0,770000
3,2.5,1600,2.0,330000
4,2.5,1820,2.0,322500
3,1.75,1700,1.0,475000
2,1.0,790,1.0,250275
3,2.25,1720,1.0,274500
3,1.0,990,1.0,284950
4,1.75,1770,1.0,264950
3,2.0,1260,1.0,242000
4,2.5,3640,2.0,913000
3,1.75,2040,1.0,555000
4,1.75,1980,1.0,711000
5,2.5,3600,1.0,403500
4,2.5,4270,1.0,975000
4,2.0,2030,1.5,253779
3,3.25,1689,3.0,384400
5,2.75,2870,1.0,646000
3,1.75,1270,1.0,415000
4,2.5,2790,2.0,764000
5,3.25,3850,2.0,507000
3,2.5,1560,1.5,545500
3,1.75,1180,1.0,450000
4,1.75,1820,1.0,264000
5,1.75,1260,1.5,650000
3,2.5,2640,2.0,365000
2,1.0,1100,1.0,343566
3,2.5,1950,2.0,375000
3,2.0,1380,1.0,295000
3,2.75,2200,1.0,325000
4,1.5,2050,1.0,265000
5,3.0,2795,2.0,562000
4,2.5,2050,2.0,540000
5,1.75,2150,1.0,279950
3,1.75,1970,1.0,540000
4,2.5,2660,1.0,310000
1,1.0,720,1.0,190000
4,2.5,2410,2.0,440000
2,1.0,1080,1.0,230000
3,1.75,1180,1.0,455000
2,1.0,660,1.0,175000
3,1.75,2920,1.0,650000
3,1.0,1080,1.5,192500
3,1.75,1670,1.0,239950
6,1.0,1370,1.5,175000
5,3.5,3450,1.0,850000
4,2.0,1970,1.0,410000
4,2.5,2290,2.0,570000
5,2.5,2240,1.0,469000
2,1.0,1240,1.0,559000
3,2.5,2420,2.0,739888
5,3.5,3260,2.0,568450
2,1.0,670,1.0,240000
5,3.25,3160,2.0,574950
3,2.25,1990,2.0,180000
3,2.5,1700,2.0,300000
4,2.5,2807,2.0,630000
4,1.75,1770,1.0,507000
4,2.5,2570,1.0,287500
3,3.0,3450,2.0,688000
3,2.0,1670,1.0,424000
3,1.75,1050,1.5,400000
4,2.5,1910,2.0,620000
3,1.0,910,1.0,300000
5,2.25,2480,2.0,615000
2,1.5,1820,2.0,206000
4,2.5,2920,2.0,515500
5,2.25,1870,1.0,554000
4,3.5,3810,2.0,825000
4,2.25,2190,2.0,855000
3,2.5,1730,2.0,315000
5,2.5,2220,1.0,299000
3,1.5,1320,1.0,650000
3,1.75,1510,1.0,465000
3,2.0,2120,2.0,535000
2,2.0,1690,1.0,564000
3,3.5,1360,2.0,515000
4,2.5,3250,2.0,580000
3,2.25,1490,2.0,309000
3,1.75,1930,1.0,536751
4,2.5,2020,2.0,415000
3,2.25,1584,2.0,267000
4,2.5,3170,2.0,820000
2,2.5,1430,3.0,485000
3,3.25,1380,3.0,482000
4,2.5,2610,2.0,535000
3,3.25,1540,3.0,690000
3,2.5,1940,1.0,576000
3,2.5,2160,1.5,378750
4,1.75,1530,1.5,269900
3,2.0,1440,1.0,210000
4,2.5,2640,2.0,429900
4,2.5,2850,2.0,360000
2,1.0,1260,1.0,405000
3,1.75,1610,1.0,450000
3,2.0,1360,1.5,703000
4,2.5,2496,2.0,661000
4,2.25,2160,1.0,580000
3,1.0,1320,2.0,464000
2,2.5,2540,2.0,945000
